ticker,dataDate,accountsPayablesTDays,accountsPayablesTRate,ARTDays,ARTRate,cashToCurrentDebt,costRatio,currentAssetsTRate,DAVOL10,DAVOL20,DAVOL5,debtsAssetRatio,EMA10,EMA120,EMA20,EMA5,EMA60,equityTRate,fixedAssetTRate,grossIncomeRatio,inventoryTDays,inventoryTRate,longTermDebtToAsset,MA10,MA120,MA20,MA5,MA60,netAssetGrowthRate,netProfitGrowthRate,netProfitRatio,NPParentCompanyYOY,operaProfitRatio,operatingRevenueGrowthRate,operProfitGrowthRrate,PB,PE,PS,REVS10,REVS20,REVS5,ROA5,taxRatio,totalAssetGrowthRate,totalAssetTRate,totalProfitGrowthRate,VOL10,VOL120,VOL20,VOL5,VOL60,salesCostRatio,NPToTOR,operatingProfitToTOR,EBITToTOR,operatingExpenseRate,operatingProfitRatio,totalProfitCostRatio,adminiExpenseRate,financialExpenseRate,currentRatio,quickRatio,debtEquityRatio,longDebtToWorkingCapital,operCashInToCurrentDebt,PCF,REC,DAREC,GREC,FEP,DAFE,GFE,FSP,DAFS,GFS,FGE,FGS,ASSI,LCAP,LFLO,CMRA,DHILO,DVRAT,HBETA,HSIGMA,DDNBT,DDNCR,DDNSR,RSTR12,RSTR24,MNDTO3,MNDTO6,MNDTO12,TOBT,BTOP,CTOP,CTP5,ETOP,ETP5,EGRO,ROA,ROE,ROE5,SUE,BLEV,DTOA,MLEV,financingCashGrowthRate,operCashGrowthRate,longDebtToAsset,bondsPayableToAsset,equityToAsset,equityFixedAssetRatio,dilutedEPSTTM,operatingProfitGrowthRate,NPParentCompanyGrowthRate,fixAssetRatio,instangleAssetRatio,currentAssetsRatio,nonCurrentAssetsRatio,saleServiceCashToORTTM,cashRateOfSalesTTM,NOCFToOperatingNITTM,fixedAssetsTRate,WVAD,PSY,RSI,MFI
"601618","2014-01-02",87.2980845813032,4.12380181909629,28.2226797988717,12.7556986992565,0.12,87.89,0.854332385019633,-0.45,-0.36,-0.58,0.84,1.74,1.78,1.78,1.75,1.82,3.77456155116988,5.97,0.121096184228013,201.173312738264,1.78950177386787,11.01,1.74,1.77,1.8,1.74,1.83,-0.0646142228475298,-11.0028396210931,-0.0429064669531367,-142.88,-3.36,-8.33,-152.66,0.77,-6.07964761040807,0.164648918803956,0.97,0.93,1.0,0.00644244964976163,2.86,-0.0376303790499779,0.63,-2.96293059433837,0.45,0.94,0.49,0.32,0.63,0.878903815771987,-0.0429064669531367,-0.0335957250646788,-0.0070457871989984,0.00770542662306035,-0.0335957250646788,-0.0319818834022773,0.0485613948112104,0.0236180818203287,1.10453564639786,0.585328193942228,6.5614902254234,2.82441588987066,0.0600007599696808,2.53157264918962,0.5,-0.230769230769231,18.0,0.45445245843131,-0.00573943486594222,-8.0,28.7097602894148,0.0,0.0,1.45463590799919,-0.0970656234027598,26.5108831768722,24.233093383134,22.6626274661727,0.564626618880865,0.0165293019512105,0.0512769656734622,0.711401482078424,0.0115116903253633,0.753020807451655,0.602468467654182,1.24989248048728,,-0.411163172445183,0.006451639571875,0.00945498607761476,0.00913607498727485,1.00941862318001,7.59274925203311,0.0,0.0173692302066792,,0.0776744579813213,-0.518399525776687,-0.0256445780523533,-0.200520687669977,0.0402294231392259,-14.8070871901307,0.548247650065436,0.838146223343788,0.902100696518646,-2.7699630997244,,0.110121811939961,0.0607636917645604,0.160851430439129,1.42233233064845,-0.287845630559916,-3.98160029782087,-3.38494389622102,0.113089906608392,0.0452944323368726,,0.284409978144223,0.976181355930877,0.0650381962598077,-1.22316189161201,0.113089906608392,-34596106.8698507,-0.25,30.0001025786291,19.1428373238985
"601618","2014-01-03",87.2980845813032,4.12380181909629,28.2226797988717,12.7556986992565,0.12,87.89,0.854332385019633,-0.43,-0.4,-0.52,0.84,1.74,1.79,1.77,1.74,1.81,3.77456155116988,5.97,0.121096184228013,201.173312738264,1.78950177386787,11.01,1.74,1.77,1.79,1.75,1.82,-0.0646142228475298,-11.0028396210931,-0.0429064669531367,-142.88,-3.36,-8.33,-152.66,0.76,-6.01016592343198,0.162767216874768,0.98,0.91,1.01,0.00644244964976163,2.86,-0.0376303790499779,0.63,-2.96293059433837,0.38,0.94,0.48,0.33,0.63,0.878903815771987,-0.0429064669531367,-0.0335957250646788,-0.0070457871989984,0.00770542662306035,-0.0335957250646788,-0.0319818834022773,0.0485613948112104,0.0236180818203287,1.10453564639786,0.585328193942228,6.5614902254234,2.82441588987066,0.0600007599696808,2.50264039034174,0.5,-0.260869565217391,15.0,0.510906656323441,-0.0234098226961082,-11.0,30.9205825070966,0.0,0.0,1.51111289484981,-0.0275343085897304,26.5108831768722,24.233093383134,22.6626274661727,0.578825338280678,0.0164840141471852,0.0520132404686386,0.711180091944247,0.0114903335519614,0.754715877277827,0.60380442719853,1.24993432191195,,-0.411163172445183,0.00637870764633966,0.00940592625519879,0.00910592346092091,1.00999281364694,7.59274925203311,0.0,0.0173692302066792,,0.0776744579813213,-0.518399525776687,-0.0256445780523533,-0.200520687669977,0.0402294231392259,-14.8070871901307,0.548247650065436,0.838146223343788,0.902100696518646,-2.7699630997244,,0.110121811939961,0.0607636917645604,0.160851430439129,1.42233233064845,-0.287845630559916,-3.98160029782087,-3.38494389622102,0.113089906608392,0.0452944323368726,,0.284409978144223,0.976181355930877,0.0650381962598077,-1.22316189161201,0.113089906608392,-40829730.6087396,-0.166666666666667,33.3335232940762,20.6228516565398
"601618","2014-01-06",87.2980845813032,4.12380181909629,28.2226797988717,12.7556986992565,0.12,87.89,0.854332385019633,-0.48,-0.4,-0.48,0.84,1.73,1.78,1.76,1.72,1.81,3.77456155116988,5.97,0.121096184228013,201.173312738264,1.78950177386787,11.01,1.73,1.77,1.78,1.73,1.82,-0.0646142228475298,-11.0028396210931,-0.0429064669531367,-142.88,-3.36,-8.33,-152.66,0.74,-5.83646170599175,0.158062962051798,0.97,0.89,0.96,0.00644244964976163,2.86,-0.0376303790499779,0.63,-2.96293059433837,0.36,0.93,0.47,0.36,0.61,0.878903815771987,-0.0429064669531367,-0.0335957250646788,-0.0070457871989984,0.00770542662306035,-0.0335957250646788,-0.0319818834022773,0.0485613948112104,0.0236180818203287,1.10453564639786,0.585328193942228,6.5614902254234,2.82441588987066,0.0600007599696808,2.43030974322204,0.5,-0.266666666666667,13.0,0.51681309165666,-0.0236804564845025,-13.0,31.2780458886816,0.0,0.0,1.51111289484981,-0.0275343085897304,26.5108831768722,24.2215990037083,22.651133086747,0.561886822552636,0.0165293019512105,0.0537180170011804,0.711531699529274,0.0114730393226635,0.75494675192499,0.604125651185776,1.24965187365109,,-0.391886164673994,0.00634687050763836,0.00934818217365217,0.00896352735954175,1.0145332014065,7.68052670003349,0.0,0.0173692302066792,,0.0776744579813213,-0.518399525776687,-0.0256445780523533,-0.200520687669977,0.0402294231392259,-14.8070871901307,0.548247650065436,0.838146223343788,0.903111141681353,-2.7699630997244,,0.110121811939961,0.0607636917645604,0.160851430439129,1.42233233064845,-0.287845630559916,-3.98160029782087,-3.38494389622102,0.113089906608392,0.0452944323368726,,0.284409978144223,0.976181355930877,0.0650381962598077,-1.22316189161201,0.113089906608392,-52494192.2226285,-0.166666666666667,31.5790041986661,20.8201295112416
"601618","2014-01-07",87.2980845813032,4.12380181909629,28.2226797988717,12.7556986992565,0.12,87.89,0.854332385019633,-0.52,-0.42,-0.49,0.84,1.72,1.78,1.75,1.71,1.81,3.77456155116988,5.97,0.121096184228013,201.173312738264,1.78950177386787,11.01,1.73,1.77,1.77,1.72,1.82,-0.0646142228475298,-11.0028396210931,-0.0429064669531367,-142.88,-3.36,-8.33,-152.66,0.74,-5.83646170599175,0.158062962051798,0.98,0.89,0.96,0.00644244964976163,2.86,-0.0376303790499779,0.63,-2.96293059433837,0.34,0.92,0.46,0.36,0.6,0.878903815771987,-0.0429064669531367,-0.0335957250646788,-0.0070457871989984,0.00770542662306035,-0.0335957250646788,-0.0319818834022773,0.0485613948112104,0.0236180818203287,1.10453564639786,0.585328193942228,6.5614902254234,2.82441588987066,0.0600007599696808,2.43030974322204,0.5,-0.266666666666667,10.0,0.532194433670251,-0.0243852319751127,-16.0,32.208940111559,0.0,0.0,1.51111289484981,-0.0275343085897304,26.5108831768722,24.1922713886138,22.6218054716525,0.55102807921776,0.0165750915936254,0.0443369125042368,0.716868007056147,0.0114722874124374,0.766748194990109,0.610742341033984,1.25543644754023,,-0.417299510682315,0.00633496344987023,0.00931758572354506,0.00894944940725399,1.0125637880844,7.90911380420115,0.0,0.0173692302066792,,0.0776744579813213,-0.518399525776687,-0.0256445780523533,-0.200520687669977,0.0402294231392259,-14.8070871901307,0.548247650065436,0.838146223343788,0.905647185665706,-2.7699630997244,,0.110121811939961,0.0607636917645604,0.160851430439129,1.42233233064845,-0.287845630559916,-3.98160029782087,-3.38494389622102,0.113089906608392,0.0452944323368726,,0.284409978144223,0.976181355930877,0.0650381962598077,-1.22316189161201,0.113089906608392,-62667004.3754063,-0.25,25.0000997292644,21.0828572597183
"601618","2014-01-08",87.2980845813032,4.12380181909629,28.2226797988717,12.7556986992565,0.12,87.89,0.854332385019633,-0.49,-0.39,-0.42,0.84,1.71,1.78,1.74,1.69,1.8,3.77456155116988,5.97,0.121096184228013,201.173312738264,1.78950177386787,11.01,1.72,1.77,1.76,1.7,1.81,-0.0646142228475298,-11.0028396210931,-0.0429064669531367,-142.88,-3.36,-8.33,-152.66,0.73,-5.73223917552761,0.155240409158016,0.95,0.88,0.94,0.00644244964976163,2.86,-0.0376303790499779,0.63,-2.96293059433837,0.36,0.91,0.46,0.4,0.59,0.878903815771987,-0.0429064669531367,-0.0335957250646788,-0.0070457871989984,0.00770542662306035,-0.0335957250646788,-0.0319818834022773,0.0485613948112104,0.0236180818203287,1.10453564639786,0.585328193942228,6.5614902254234,2.82441588987066,0.0600007599696808,2.38691135495022,0.5,-0.266666666666667,9.0,0.532194433670251,-0.0243852319751127,-17.0,32.208940111559,0.0,0.0,1.51111289484981,-0.0275343085897304,26.5108831768722,24.1922713886138,22.6218054716525,0.5437013038313,0.0166208812360403,0.0448210855465976,0.716931802558814,0.0114743548221008,0.767358230545807,0.612465264054862,1.25290081835085,,-0.417299510682315,0.00627999204306408,0.00926471666131866,0.00888529973599766,1.01463135677868,7.90911380420115,0.0,0.0173692302066792,,0.0776744579813213,-0.518399525776687,-0.0256445780523533,-0.200520687669977,0.0402294231392259,-14.8070871901307,0.548247650065436,0.838146223343788,0.905647185665706,-2.7699630997244,,0.110121811939961,0.0607636917645604,0.160851430439129,1.42233233064845,-0.287845630559916,-3.98160029782087,-3.38494389622102,0.113089906608392,0.0452944323368726,,0.284409978144223,0.976181355930877,0.0650381962598077,-1.22316189161201,0.113089906608392,-77990757.567073,-0.166666666666667,28.5715588301084,21.9709000012219
"601618","2014-01-09",87.2980845813032,4.12380181909629,28.2226797988717,12.7556986992565,0.12,87.89,0.854332385019633,-0.47,-0.39,-0.37,0.84,1.7,1.78,1.73,1.66,1.8,3.77456155116988,5.97,0.121096184228013,201.173312738264,1.78950177386787,11.01,1.71,1.77,1.75,1.67,1.81,-0.0646142228475298,-11.0028396210931,-0.0429064669531367,-142.88,-3.36,-8.33,-152.66,0.72,-5.66275748855152,0.153358707228828,0.93,0.88,0.93,0.00644244964976163,2.86,-0.0376303790499779,0.63,-2.96293059433837,0.39,0.91,0.45,0.46,0.59,0.878903815771987,-0.0429064669531367,-0.0335957250646788,-0.0070457871989984,0.00770542662306035,-0.0335957250646788,-0.0319818834022773,0.0485613948112104,0.0236180818203287,1.10453564639786,0.585328193942228,6.5614902254234,2.82441588987066,0.0600007599696808,2.35797909610234,0.5,-0.266666666666667,7.0,0.541870696100619,-0.0248285998292057,-19.0,32.7945572044964,0.0,0.0,1.51111289484981,-0.0275343085897304,26.5108831768722,24.1742528831111,22.6037869661498,0.581681636420429,0.0166208812360403,0.0442392518507897,0.713907790767359,0.0115214797313228,0.761563861394456,0.611619450665717,1.24515965044201,,-0.435318200472264,0.00625781751871027,0.0092289445939343,0.00883903628009639,1.01299441858127,8.05291587336844,0.0,0.0173692302066792,,0.0776744579813213,-0.518399525776687,-0.0256445780523533,-0.200520687669977,0.0402294231392259,-14.8070871901307,0.548247650065436,0.838146223343788,0.907175660248564,-2.7699630997244,,0.110121811939961,0.0607636917645604,0.160851430439129,1.42233233064845,-0.287845630559916,-3.98160029782087,-3.38494389622102,0.113089906608392,0.0452944323368726,,0.284409978144223,0.976181355930877,0.0650381962598077,-1.22316189161201,0.113089906608392,-102354276.814295,-0.166666666666667,30.0000923207494,21.4399211865934
"601618","2014-01-10",87.2980845813032,4.12380181909629,28.2226797988717,12.7556986992565,0.12,87.89,0.854332385019633,-0.44,-0.39,-0.31,0.84,1.68,1.78,1.72,1.64,1.79,3.77456155116988,5.97,0.121096184228013,201.173312738264,1.78950177386787,11.01,1.7,1.77,1.73,1.65,1.81,-0.0646142228475298,-11.0028396210931,-0.0429064669531367,-142.88,-3.36,-8.33,-152.66,0.71,-5.59327580157543,0.15147700529964,0.94,0.87,0.93,0.00644244964976163,2.86,-0.0376303790499779,0.63,-2.96293059433837,0.4,0.91,0.45,0.46,0.58,0.878903815771987,-0.0429064669531367,-0.0335957250646788,-0.0070457871989984,0.00770542662306035,-0.0335957250646788,-0.0319818834022773,0.0485613948112104,0.0236180818203287,1.10453564639786,0.585328193942228,6.5614902254234,2.82441588987066,0.0600007599696808,2.32904683725445,0.5,-0.266666666666667,5.0,0.548519416298173,-0.025133245225883,-21.0,33.1969444094596,0.0,0.0,1.51111289484981,-0.0275343085897304,26.5108831768722,24.1620576100173,22.591591693056,0.585275171930559,0.0172914971100609,0.0539067148086825,0.721563845659865,0.0115167297966886,0.761146066866001,0.611061379739324,1.24561311204237,,-0.470770906403547,0.00621416759481616,0.00923078619696879,0.00880462939266627,1.00807109208091,8.15172465709076,0.0,0.0173692302066792,,0.0776744579813213,-0.518399525776687,-0.0256445780523533,-0.200520687669977,0.0402294231392259,-14.8070871901307,0.548247650065436,0.838146223343788,0.908197512787818,-2.7699630997244,,0.110121811939961,0.0607636917645604,0.160851430439129,1.42233233064845,-0.287845630559916,-3.98160029782087,-3.38494389622102,0.113089906608392,0.0452944323368726,,0.284409978144223,0.976181355930877,0.0650381962598077,-1.22316189161201,0.113089906608392,-126906275.353184,-0.166666666666667,28.5714192674355,24.4941446426953
"601618","2014-01-13",87.2980845813032,4.12380181909629,28.2226797988717,12.7556986992565,0.12,87.89,0.854332385019633,-0.42,-0.37,-0.29,0.84,1.67,1.78,1.71,1.63,1.79,3.77456155116988,5.97,0.121096184228013,201.173312738264,1.78950177386787,11.01,1.69,1.77,1.72,1.64,1.8,-0.0646142228475298,-11.0028396210931,-0.0429064669531367,-142.88,-3.36,-8.33,-152.66,0.72,-5.66275748855152,0.153358707228828,0.93,0.89,0.97,0.00644244964976163,2.86,-0.0376303790499779,0.63,-2.96293059433837,0.41,0.9,0.46,0.45,0.58,0.878903815771987,-0.0429064669531367,-0.0335957250646788,-0.0070457871989984,0.00770542662306035,-0.0335957250646788,-0.0319818834022773,0.0485613948112104,0.0236180818203287,1.10453564639786,0.585328193942228,6.5614902254234,2.82441588987066,0.0600007599696808,2.35797909610234,0.5,-0.266666666666667,3.0,0.555333322090697,-0.0254454594522915,-21.0,33.6093288120616,0.0,0.0,1.51111289484981,-0.0275343085897304,26.5108831768722,24.149711774195,22.5792458572337,0.560498738380168,0.0165750915936254,0.0668044775923264,0.721290787511852,0.0115393763283901,0.754907930395112,0.607095677681335,1.24347439480761,,-0.502092667004321,0.00603683339272096,0.00905249744839144,0.00877225341570569,1.00034461299979,8.25298831742729,0.0,0.0173692302066792,,0.0776744579813213,-0.518399525776687,-0.0256445780523533,-0.200520687669977,0.0402294231392259,-14.8070871901307,0.548247650065436,0.838146223343788,0.9092216699747,-2.7699630997244,,0.110121811939961,0.0607636917645604,0.160851430439129,1.42233233064845,-0.287845630559916,-3.98160029782087,-3.38494389622102,0.113089906608392,0.0452944323368726,,0.284409978144223,0.976181355930877,0.0650381962598077,-1.22316189161201,0.113089906608392,-155480635.530962,-0.333333333333333,19.0475430636268,26.6692614902061
"601618","2014-01-14",87.2980845813032,4.12380181909629,28.2226797988717,12.7556986992565,0.12,87.89,0.854332385019633,-0.41,-0.36,-0.32,0.84,1.66,1.78,1.7,1.63,1.78,3.77456155116988,5.97,0.121096184228013,201.173312738264,1.78950177386787,11.01,1.68,1.77,1.72,1.63,1.8,-0.0646142228475298,-11.0028396210931,-0.0429064669531367,-142.88,-3.36,-8.33,-152.66,0.73,-5.73223917552761,0.155240409158016,0.94,0.91,0.98,0.00644244964976163,2.86,-0.0376303790499779,0.63,-2.96293059433837,0.41,0.9,0.45,0.47,0.58,0.878903815771987,-0.0429064669531367,-0.0335957250646788,-0.0070457871989984,0.00770542662306035,-0.0335957250646788,-0.0319818834022773,0.0485613948112104,0.0236180818203287,1.10453564639786,0.585328193942228,6.5614902254234,2.82441588987066,0.0600007599696808,2.38691135495022,0.5,-0.266666666666667,0.0,0.548519416298173,0.0,-19.0,33.1969444094596,0.0,0.0,1.51111289484981,-0.0275343085897304,26.5108831768722,24.1620576100173,22.591591693056,0.561072071727844,0.0166208812360403,0.0761873696411133,0.719428618810127,0.0115697480348657,0.761398282912496,0.606160463444734,1.25610020585237,-0.299877837368897,-0.466932223313506,0.00602279939140067,0.00902056351228177,0.00875705495691901,0.999691449124739,8.15172465709076,0.0,0.0173692302066792,,0.0776744579813213,-0.518399525776687,-0.0256445780523533,-0.200520687669977,0.0402294231392259,-14.8070871901307,0.548247650065436,0.838146223343788,0.908197512787818,-2.7699630997244,,0.110121811939961,0.0607636917645604,0.160851430439129,1.42233233064845,-0.287845630559916,-3.98160029782087,-3.38494389622102,0.113089906608392,0.0452944323368726,,0.284409978144223,0.976181355930877,0.0650381962598077,-1.22316189161201,0.113089906608392,-177663872.042073,-0.333333333333333,22.7270961111344,35.5325423163285
"601618","2014-01-15",87.2980845813032,4.12380181909629,28.2226797988717,12.7556986992565,0.12,87.89,0.854332385019633,-0.4,-0.36,-0.31,0.84,1.65,1.78,1.69,1.63,1.78,3.77456155116988,5.97,0.121096184228013,201.173312738264,1.78950177386787,11.01,1.66,1.77,1.71,1.63,1.79,-0.0646142228475298,-11.0028396210931,-0.0429064669531367,-142.88,-3.36,-8.33,-152.66,0.72,-5.66275748855152,0.153358707228828,0.93,0.9,0.99,0.00644244964976163,2.86,-0.0376303790499779,0.63,-2.96293059433837,0.41,0.9,0.44,0.42,0.57,0.878903815771987,-0.0429064669531367,-0.0335957250646788,-0.0070457871989984,0.00770542662306035,-0.0335957250646788,-0.0319818834022773,0.0485613948112104,0.0236180818203287,1.10453564639786,0.585328193942228,6.5614902254234,2.82441588987066,0.0600007599696808,2.35797909610234,0.5,-0.266666666666667,-1.0,0.541870696100619,0.0,-19.0,32.7945572044964,0.0,0.0,1.51111289484981,-0.0275343085897304,26.5108831768722,24.1742528831111,22.6037869661498,0.525402252833592,0.0166208812360403,0.0781156736058621,0.720397348632593,0.0115764733152249,0.761398282912496,0.606160463444734,1.25610020585237,-0.305700762241729,-0.454736613819391,0.00588212068311764,0.00897674046030276,0.00871031577401312,0.99743681250741,8.05291587336844,0.0,0.0173692302066792,,0.0776744579813213,-0.518399525776687,-0.0256445780523533,-0.200520687669977,0.0402294231392259,-14.8070871901307,0.548247650065436,0.838146223343788,0.907175660248564,-2.7699630997244,,0.110121811939961,0.0607636917645604,0.160851430439129,1.42233233064845,-0.287845630559916,-3.98160029782087,-3.38494389622102,0.113089906608392,0.0452944323368726,,0.284409978144223,0.976181355930877,0.0650381962598077,-1.22316189161201,0.113089906608392,-195388006.389296,-0.166666666666667,33.3333224785921,35.0655381151632
